Organization Name,Sector Name,SubSector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
Region of Peel,Municipal,Municipality,Health -Paramedic Station 8 Heart Lake,91 Sandalwood Parkway East,6.94446795132184,
Region of Peel,Municipal,Municipality,Health - Paramedic Station 6 Bramalea,52 Bramalea Road,11.2472686506311,
Region of Peel,Municipal,Municipality,Health Vehicle Storage,1165 Fewster Drive,13.137270860241,
Region of Peel,Municipal,Municipality,Health Operational Headquarters,5299 Maingate Drive,13.4715675249881,
Region of Peel,Municipal,Municipality,Health -Station 3 Clarkson,"1578 Finfar Court, Unit 4",13.4856346176626,
Region of Peel,Municipal,Municipality,Health -Station 4-5 Kitimat,"6810 Kitimat Road, Unit 13",13.8551888290715,
Region of Peel,Municipal,Municipality,Health -Station 1 Tedlo,"2355 Tedlo Street, Unit 1/2",13.905069800429,
Region of Peel,Municipal,Municipality,Health -Paramedic Station 7 Hale,75B Hale Road,14.1288279410843,
Region of Peel,Municipal,Municipality,Health Storage Facility,"1197 Fewster Drive, Unit B",15.4301360388837,
Region of Peel,Municipal,Municipality,Health -Station 2 Kennedy,"6660 Kennedy Road, Unit 3",19.3552596223454,
Region of Peel,Municipal,Municipality,Health -Station 9 Malton,1980 Boylen Road Unit 1,20.813829656538,
Region of Peel,Municipal,Municipality,Heritage Courthouse,3 Wellington Street East,5.87401593477493,
Region of Peel,Municipal,Municipality,Works Yards - 2 Copper Road B,2 Copper Road,5.94700828342185,
Region of Peel,Municipal,Municipality,Works Yards - Robin Drive,2032 Robin Drive,7.0206563527532,
Region of Peel,Municipal,Municipality,Works Yards - 2 Copper Road A,2 Copper Road,7.98975122308315,
Region of Peel,Municipal,Municipality,Works Yards - Victoria Maintenance,2941 King Street,14.0946956951993,
Region of Peel,Municipal,Municipality,Works Yards - Wolfedale,3515 Wolfedale Road,16.167797305425,
Region of Peel,Municipal,Municipality,Police Materials Management Centre,police related facility,3.85747173246249,
Region of Peel,Municipal,Municipality,Police Springdale Community Stn,police related facility,7.280752346657,
Region of Peel,Municipal,Municipality,Police Kestrel Road Facility,police related facility,7.71474121112164,
Region of Peel,Municipal,Municipality,Police Emil V. Kolb Facility,police related facility,10.0380745981827,
Region of Peel,Municipal,Municipality,Police 22 Division,police related facility,11.44022493975,
Region of Peel,Municipal,Municipality,Police 21 Division,police related facility,12.1429264774506,
Region of Peel,Municipal,Municipality,Police 12 Division,police related facility,15.098773646923,
Region of Peel,Municipal,Municipality,Police 11 Division,police related facility,17.6925986158562,
Region of Peel,Municipal,Municipality,Water/Wastewater York Peel Odour Control Facility,public works related facility,,44323.5093114642
Region of Peel,Municipal,Municipality,Water/Wastewater Lakelands,public works related facility,,74862.0689655172
Region of Peel,Municipal,Municipality,Water/Wastewater Elmwood,public works related facility,,77036.3247863248
Region of Peel,Municipal,Municipality,Water/Wastewater McVean SPS,public works related facility,,80410.8843537415
Region of Peel,Municipal,Municipality,Water/Wastewater Larchview WWPS,public works related facility,,103192.660550459
Region of Peel,Municipal,Municipality,Water/Wastewater Richard Memorial,public works related facility,,125652.476107732
Region of Peel,Municipal,Municipality,Water/Wastewater Rosemere,public works related facility,,141524.390243902
Region of Peel,Municipal,Municipality,Water/Wastewater Fifeshire,public works related facility,,143750
Region of Peel,Municipal,Municipality,Water/Wastewater Donnelly East,public works related facility,,168070.051300195
Region of Peel,Municipal,Municipality,Water/Wastewater Hiawatha,public works related facility,,168976.19047619
Region of Peel,Municipal,Municipality,Water/Wastewater Shardawn Mews SPS,public works related facility,,179150
Region of Peel,Municipal,Municipality,Water/Wastewater Williams Parkway SPS,public works related facility,,185118.683901293
Region of Peel,Municipal,Municipality,Water/Wastewater Meadowvale Wastewater,public works related facility,,189610.062893082
Region of Peel,Municipal,Municipality,Water/Wastewater Intermodal,public works related facility,,202769.417475728
Region of Peel,Municipal,Municipality,Water/Wastewater Henderson WWPS,public works related facility,,226250
Region of Peel,Municipal,Municipality,Water/Wastewater Albion Vaughan SPS,public works related facility,,231626.377952756
Region of Peel,Municipal,Municipality,Water/Wastewater Indian Road SPS,public works related facility,,232225.988700565
Region of Peel,Municipal,Municipality,Water/Wastewater Silverbirch,public works related facility,,238943.661971831
Region of Peel,Municipal,Municipality,Water/Wastewater Jack Darling,public works related facility,,250503.092145949
Region of Peel,Municipal,Municipality,Water/Wastewater Bolton WWPS,public works related facility,,251428.698092031
Region of Peel,Municipal,Municipality,Water/Wastewater Front Street,public works related facility,,263349.295774648
Region of Peel,Municipal,Municipality,Water/Wastewater Watersedge,public works related facility,,272430.555555556
Region of Peel,Municipal,Municipality,Water/Wastewater Bolton North Hill WWPS,public works related facility,,312160
Region of Peel,Municipal,Municipality,Water/Wastewater Harvestview WWPS,public works related facility,,339100
Region of Peel,Municipal,Municipality,Water/Wastewater Bexhill,public works related facility,,517250.447039024
Region of Peel,Municipal,Municipality,Water/Wastewater Castlemore SPS,public works related facility,,518416.666666667
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon East WWPS,public works related facility,,556887.5
Region of Peel,Municipal,Municipality,Water/Wastewater ONeil Court SPS,public works related facility,,678333.333333333
Region of Peel,Municipal,Municipality,Water/Wastewater Ben Machree,public works related facility,,777272.727272727
Region of Peel,Municipal,Municipality,Water/Wastewater Pinetree SPS,public works related facility,,857714.285714286
Region of Peel,Municipal,Municipality,Water/Wastewater Gore,public works related facility,,1176408.16326531
Region of Peel,Municipal,Municipality,Water/Wastewater Mayfield WWPS,public works related facility,,1352500
Region of Peel,Municipal,Municipality,Water/Wastewater Clarkson WWPS,public works related facility,,1546642.85714286
Region of Peel,Municipal,Municipality,Wastewater Riley Court WWPS,public works related facility,,1380500
Region of Peel,Municipal,Municipality,Water/Wastewater Bolton Elevated Tank,public works related facility,,53589.7959183673
Region of Peel,Municipal,Municipality,Water/Wastewater Bolton North Booster Station,public works related facility,,62820.652173913
Region of Peel,Municipal,Municipality,Water/Wastewater Old Church Booster Station,public works related facility,,124120.547945205
Region of Peel,Municipal,Municipality,Water/Wastewater Mono Mills Rechlorination,public works related facility,,155178.947368421
Region of Peel,Municipal,Municipality,Water/Wastewater Bolton South Booster Station (Bolton Standpipes),public works related facility,,179751.25984252
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon East Reservoir,public works related facility,,263956.5
Region of Peel,Municipal,Municipality,Water/Wastewater Cheltenham Reservoir,public works related facility,,323101.449275362
Region of Peel,Municipal,Municipality,Water/Wastewater East Brampton Pumping Station,public works related facility,,435399.219529903
Region of Peel,Municipal,Municipality,Water/Wastewater North Brampton Pumping Station,public works related facility,,435402.901974017
Region of Peel,Municipal,Municipality,Water/Wastewater Streetsville Pumping Station,public works related facility,,435403.653543307
Region of Peel,Municipal,Municipality,Water/Wastewater Silverthorn Pumping Station,public works related facility,,435405.217282247
Region of Peel,Municipal,Municipality,Water/Wastewater Herridge Pumping Station,public works related facility,,435408.490125952
Region of Peel,Municipal,Municipality,Water/Wastewater Meadowvale Pumping Station,public works related facility,,435415.426251691
Region of Peel,Municipal,Municipality,Water/Wastewater Mayfield West Elevated Tank,public works related facility,,435593.607305936
Region of Peel,Municipal,Municipality,Water/Wastewater Battleford Booster Station,public works related facility,,435624
Region of Peel,Municipal,Municipality,Water/Wastewater Snelgrove Elevated Tank,public works related facility,,436063.829787234
Region of Peel,Municipal,Municipality,Water/Wastewater Hanlan Pumping Station,public works related facility,,436098.699752149
Region of Peel,Municipal,Municipality,Water/Wastewater Streetsville Elevated Tank,public works related facility,,437845.070422535
Region of Peel,Municipal,Municipality,Water/Wastewater Beckett Sproule Pumping Station,public works related facility,,449889.835510538
Region of Peel,Municipal,Municipality,Water/Wastewater Airport Road Pumping Station,public works related facility,,452661.507227114
Region of Peel,Municipal,Municipality,Water/Wastewater Palgrave Reservoir,public works related facility,,487401.503267974
Region of Peel,Municipal,Municipality,Water/Wastewater West Brampton Pumping Station,public works related facility,,542762.853642237
Region of Peel,Municipal,Municipality,Water/Wastewater Alton Standpipe,public works related facility,,544434.782608696
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon Village Reservoir,public works related facility,,572760
Region of Peel,Municipal,Municipality,Water/Wastewater Palgrave Well 2,public works related facility,,981311.139160619
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon East Well 4,public works related facility,,988093.313315625
Region of Peel,Municipal,Municipality,Water/Wastewater Alton Well 3 4,public works related facility,,1008240.21077496
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon Village Well 3,public works related facility,,1071031.09815355
Region of Peel,Municipal,Municipality,Water/Wastewater Palgrave Well 4,public works related facility,,1140590.50927223
Region of Peel,Municipal,Municipality,Water/Wastewater Palgrave Well 3,public works related facility,,1267319.42594163
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon East Well 2,public works related facility,,1485616.43835616
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon Village Well 4,public works related facility,,1635831.76549129
Region of Peel,Municipal,Municipality,Water/Wastewater Cheltenham Well 1 2,public works related facility,,1637586.08099137
Region of Peel,Municipal,Municipality,Water/Wastewater Inglewood Well 3,public works related facility,,1640952.68669265
Region of Peel,Municipal,Municipality,Water/Wastewater Caledon East Well 3,public works related facility,,1837319.04707626
Region of Peel,Municipal,Municipality,Clarkson Wastewater Treatment Plant,public works related facility,,403393.67957951
Region of Peel,Municipal,Municipality,G.E. Booth Wastewater Treatment Plant,public works related facility,,564772.188705763
Region of Peel,Municipal,Municipality,Water/Wastewater Finch Avenue STPS,public works related facility,,1095833.33333333
Region of Peel,Municipal,Municipality,Lorne Park Water Treatment Plant,public works related facility,,457353.611671966
Region of Peel,Municipal,Municipality,Lakeview Water Treatment Plant,public works related facility,,466534.517883814
Region of Waterloo,Municipal,Municipality,Public Health & Social Services,99 Regina St,4.78306338623969,
Region of Waterloo,Municipal,Municipality,Regional Administration Building,150 Frederick St,5.72493306270606,
Region of Waterloo,Municipal,Municipality,150 Main,150 Main St,6.26935637056701,
Region of Waterloo,Municipal,Municipality,WRES Training & Research,1001 Erb St W,6.45355709398858,
Region of Waterloo,Municipal,Municipality,Waterloo County Courthouse,20 Weber St E,6.58942383281554,
Region of Waterloo,Municipal,Municipality,Governor's Residence,73 Queen St N,7.1161323418507,
Region of Waterloo,Municipal,Municipality,Gaol House,77 Queen St N,7.28622302716156,
Region of Waterloo,Municipal,Municipality,Highland Hills Office,875 Highland Rd W  Unit 85,19.9684053936019,
Region of Waterloo,Municipal,Municipality,EMS Services - Conestoga College,299 Doon Valley Drive,4.23427458814761,
Region of Waterloo,Municipal,Municipality,EMS Services - St Jacobs,30 Parkside Dr,9.18634282643198,
Region of Waterloo,Municipal,Municipality,EMS Hdqtrs. & Fleet Storage,120 Maple Grove Rd,9.22386926443214,
Region of Waterloo,Municipal,Municipality,EMS Services - Struck,25 Struck Crt,11.3649814270751,
Region of Waterloo,Municipal,Municipality,EMS Services - Westmount,90 Westmount Rd N,20.813829656538,
Region of Waterloo,Municipal,Municipality,Joseph Schneider House,464-468 Queen Street S,6.1875639226216,
Region of Waterloo,Municipal,Municipality,Doon - Curatorial Centre,10 Huron Rd,7.95621191230295,
Region of Waterloo,Municipal,Municipality,Doon - Maintenance Building,10 Huron Rd,7.95621191230296,
Region of Waterloo,Municipal,Municipality,Doon - Museum,10 Huron Rd,8.30877356472849,
Region of Waterloo,Municipal,Municipality,Heidelberg Yard,2828 Kressler Rd,6.13398474436984,
Region of Waterloo,Municipal,Municipality,Heidelberg Equipment Storage,2828 Kressler Rd,6.13398474436985,
Region of Waterloo,Municipal,Municipality,North Dumfries Yard,2003 Dumfries Rd,9.60212082093356,
Region of Waterloo,Municipal,Municipality,Regional Operations Centre,100 Maple Grove Rd,10.123644302329,
Region of Waterloo,Municipal,Municipality,Airport Operations Centre,75 New Germany Lane,14.5121815356091,
Region of Waterloo,Municipal,Municipality,Grand River Transit Operations Centre North,250 Strasburg Rd,16.8108974538603,
Region of Waterloo,Municipal,Municipality,Conestoga Blvd Ops Centre,460 Conestoga Blvd,18.6182838200345,
Region of Waterloo,Municipal,Municipality,Maple Grove Voice Radio,230 Maple Grove Rd,6.92523159177893,
Region of Waterloo,Municipal,Municipality,Police Investigative Services,200 Maple Grove Rd,8.0718136006281,
Region of Waterloo,Municipal,Municipality,Police North Division,14 Erb St W,8.38863641174858,
Region of Waterloo,Municipal,Municipality,Police South Division,176 Hespeler Rd,9.41319361474097,
Region of Waterloo,Municipal,Municipality,Police Headquarters,200 Maple Grove Rd,9.79785231412153,
Region of Waterloo,Municipal,Municipality,Firearms Training Facility,200 Maple Grove Rd,10.935952248574,
Region of Waterloo,Municipal,Municipality,Police Reporting Centre,150 Maple Grove Rd,11.151038395929,
Region of Waterloo,Municipal,Municipality,Police Central Division,134 Frederick St,11.7723400462712,
Region of Waterloo,Municipal,Municipality,Police Division 3,"13 Industrial Dr, Unit 13",12.718505330558,
Region of Waterloo,Municipal,Municipality,Police Division 1A,34 Peel St,13.7281377864411,
Region of Waterloo,Municipal,Municipality,Regional Library Headquarters,2017 Nafziger Rd,3.46047084969362,
Region of Waterloo,Municipal,Municipality,Baden Library,115 Snyders Rd E,4.23105996618019,
Region of Waterloo,Municipal,Municipality,Ayr Library,137 Stanley St,6.0508419680961,
Region of Waterloo,Municipal,Municipality,Jacobs Library,29 Queensway Dr,6.15616840515427,
Region of Waterloo,Municipal,Municipality,New Hamburg Library,145 Huron Street,6.55768439722334,
Region of Waterloo,Municipal,Municipality,Elmira Library,65 Arthur St S,9.1548988373489,
Region of Waterloo,Municipal,Municipality,Spring Valley Station,375 Riverbend Dr.,,137080.867850099
Region of Waterloo,Municipal,Municipality,Morningside Station,37 West Morningside Cir.,,173378.776066209
Region of Waterloo,Municipal,Municipality,Baden Station,1044 Foundry St.,,185853.72115912
Region of Waterloo,Municipal,Municipality,Bridgeport Lift Pump Station,21 Carisbrook Dr.,,268490.882485023
Region of Waterloo,Municipal,Municipality,Nith River Station,Douglas Dr. & Broom St.,,336269.429584508
Region of Waterloo,Municipal,Municipality,Breslau Transfer Station,1810 Victora St N,,27688.1754170171
Region of Waterloo,Municipal,Municipality,Cambridge Transfer,180 Sportsworld Dr,,51447.4421625472
Region of Waterloo,Municipal,Municipality,New Dundee Station,121 New Dundee Rd,,52478.7967066456
Region of Waterloo,Municipal,Municipality,Turnbull Station,1037 Elgin St N,,78079.2549752974
Region of Waterloo,Municipal,Municipality,Northfield Booster Station,250 Northfield Dr,,105764.266001959
Region of Waterloo,Municipal,Municipality,Cambridge Station,130 Cheese Factory Rd,,197431.632212216
Region of Waterloo,Municipal,Municipality,St. Jacobs Station,74 Northside Dr,,201158.564446789
Region of Waterloo,Municipal,Municipality,St. Andrews Station,266 St. Andrews St,,213818.329896774
Region of Waterloo,Municipal,Municipality,Linwood Water Station,2730 Manser Rd,,232804.521748628
Region of Waterloo,Municipal,Municipality,Howard Booster Station,48 Howard Ave,,253016.707379855
Region of Waterloo,Municipal,Municipality,Zone 6 Station,555 Beechwood Dr,,259050.85322856
Region of Waterloo,Municipal,Municipality,Parkway,34 Manitou Dr,,296229.621529618
Region of Waterloo,Municipal,Municipality,Erb Station,1226 Erb St W,,302607.120273247
Region of Waterloo,Municipal,Municipality,Willliam Station,23 William St,,336241.521546736
Region of Waterloo,Municipal,Municipality,Franklin Well House,1098 Franklin Blvd,,392281.99222555
Region of Waterloo,Municipal,Municipality,K26 Well House,1139 Mannheim Rd/Rr#2,,418774.399686633
Region of Waterloo,Municipal,Municipality,Walker Station,2278 Walker Rd,,419698.952171891
Region of Waterloo,Municipal,Municipality,Willard Station,325 West River Rd,,427237.050287194
Region of Waterloo,Municipal,Municipality,Activa Station,453 Activa Ave,,430009.020329633
Region of Waterloo,Municipal,Municipality,Hunger Well House,189 Hunger Ford Rd,,449334.386017025
Region of Waterloo,Municipal,Municipality,Greenbrook Station,701 Stirling Ave S,,465395.775995841
Region of Waterloo,Municipal,Municipality,K23 Well House,1508 Mannheim Rd,,467189.817443995
Region of Waterloo,Municipal,Municipality,K24 Well House,1024 Witmer Rd/Rr2,,483738.690059057
Region of Waterloo,Municipal,Municipality,Glasgow Well House,660 Glasgow St,,505081.529722848
Region of Waterloo,Municipal,Municipality,Strange Station,25 Strange St,,505459.792936228
Region of Waterloo,Municipal,Municipality,Bleams Well House,2324 Bleams Rd,,520449.024647202
Region of Waterloo,Municipal,Municipality,Pinebush Station,191 Pinebush Rd,,545903.142397453
Region of Waterloo,Municipal,Municipality,Saginaw Well House,720 Saginaw Pkwy,,555077.255245935
Region of Waterloo,Municipal,Municipality,New Hamburg Station,389 Fairview St,,560138.124343196
Region of Waterloo,Municipal,Municipality,Guelph Well House,500 Guelph Ave,,599248.306842836
Region of Waterloo,Municipal,Municipality,Clemens Well House,Clemens Mill School - 335 Saginaw Prkwy,,602122.786252849
Region of Waterloo,Municipal,Municipality,Pinebush Well House,98 Pinebush Rd,,615571.67361354
Region of Waterloo,Municipal,Municipality,Lloyd Brown Metering,Blenheim Rd,,718147.078012862
Region of Waterloo,Municipal,Municipality,Dunbar Well House,618 Dunbar Rd,,751364.039598364
Region of Waterloo,Municipal,Municipality,Ayr Station,59 Gibson St,,774147.905503275
Region of Waterloo,Municipal,Municipality,Elgin Well House,55 Elgin St,,806266.236003096
Region of Waterloo,Municipal,Municipality,Conestogo Golf Station,386 Golf Course Dr,,811537.080265757
Region of Waterloo,Municipal,Municipality,Pinebush Treatment,Thompson Dr,,839428.956077859
Region of Waterloo,Municipal,Municipality,Bleams Well House K22,1181 Bleams Rd,,901002.401761292
Region of Waterloo,Municipal,Municipality,Dianne Well House,35 Dianne Ave,,1139316.87618681
Region of Waterloo,Municipal,Municipality,Conestogo Plains Station,1982 Sawmill Rd,,1214117.76477062
Region of Waterloo,Municipal,Municipality,New Dundee Pumping Station,156 Alderview Dr,,1422278.69546802
Region of Waterloo,Municipal,Municipality,Lakeshore West Station,350 Conservation Dr,,1576029.80143058
Region of Waterloo,Municipal,Municipality,Maryhill Village Station,24 St Boniface Dr,,1671865.07936508
Region of Waterloo,Municipal,Municipality,Linwood Station,3881 Manser Rd,,2221945.22567785
Region of Waterloo,Municipal,Municipality,Branchton Meadows Station,33 A Hughson St,,2526545.54034922
Region of Waterloo,Municipal,Municipality,Kitchener Wastewater Plant,368 Mill Park Dr.,,276036.280052039
Region of Waterloo,Municipal,Municipality,Waterloo Wastewater Plant,340 University Ave. E.,,337229.705959364
Region of Waterloo,Municipal,Municipality,Preston Wastewater Plant,395 Montrose St. S.,,678811.60961709
Region of Waterloo,Municipal,Municipality,New Hamburg Wastewater Plant,1293 Haysville Rd.,,777862.840825416
Region of Waterloo,Municipal,Municipality,Hespeler Wastewater Plant,900 Beaverdale Rd.,,778985.956516845
Region of Waterloo,Municipal,Municipality,Galt Wastewater Plant,230 Water St. S.,,779226.102519367
Region of Waterloo,Municipal,Municipality,Elmira Wastewater Plant,80 First St. E.,,1349699.89600093
Region of Waterloo,Municipal,Municipality,Foxboro Wastewater Plant,87 Foxboro Dr.,,1977553.3231051
Region of Waterloo,Municipal,Municipality,Conestogo Wastewater Plant,420 Golf Course Rd.,,7798964.53900709
Region of Waterloo,Municipal,Municipality,St Jacobs Wastewater Plant,49 Water St. S.,,3421881.33551263
Region of Waterloo,Municipal,Municipality,Wellesley Wastewater Plant,2156 Gerber Rd.,,3074451.58357219
Region of Waterloo,Municipal,Municipality,W14 Well House,5 Father David Bauer Dr,,210904.802744425
Region of Waterloo,Municipal,Municipality,Heidelberg Station,7 Bavarian Dr,,211213.549452957
Region of Waterloo,Municipal,Municipality,Mannheim Plant,2069 Ottawa St S,,227681.00809944
Region of Waterloo,Municipal,Municipality,Middleton Plant,50 Middleton St,,401707.998105947
Region of Waterloo,Municipal,Municipality,Shades Mill Plant,620 Franklin Blvd,,722043.256068626
Region of Waterloo,Municipal,Municipality,Wellesley Well House,2233 Gerber Rd,,729284.633671926
Region of Waterloo,Municipal,Municipality,Turnbull Plant,1037 Elgin St N,,847353.374913351
Region of Waterloo,Municipal,Municipality,Pinebush Plant,340 Pinebush Rd,,933287.250069546
Region of Waterloo,Municipal,Municipality,Greenbrook Plant,20 Greenbrook Dr,,1156195.06056655
Region of Waterloo,Municipal,Municipality,St. Clements Station,14 Expo Dr,,1197215.93901377
Region of Waterloo,Municipal,Municipality,Roseville Station,40 Roseview Cres,,1222259.88297417
Region of Waterloo,Municipal,Municipality,Maryhill Station,52 Islay Dr,,1680331.41075018
Region of Waterloo,Municipal,Municipality,Montrose Plant,33 Tallwood Dr,,1867733.26110928
Region of Waterloo,Municipal,Municipality,Foxboro Plant,80 First St. E.,,1872434.73592068
Regional Municipality of Durham,Municipal,Municipality,"Transit Office, Oshawa",4-44 William St W,3.28167556913611,
Regional Municipality of Durham,Municipal,Municipality,Transit Presto Office,701 Rossland Rd E 203,4.20226112366332,
Regional Municipality of Durham,Municipal,Municipality,Employment Counseling,200 John St. W 009B,5.26737628362907,
Regional Municipality of Durham,Municipal,Municipality,Social Services Oshawa,505 Wentworth St. W.,7.14437440458892,
Regional Municipality of Durham,Municipal,Municipality,Traffic Division & Health Department Offices,101 Consumers Dr.,7.72653221755954,
Regional Municipality of Durham,Municipal,Municipality,The Regional Municipality of Durham Headquarters,605 Rossland Rd. E,11.0380272569155,
Regional Municipality of Durham,Municipal,Municipality,Point of Sale Transit Kiosk,184 Harwood Ave. S.,20.0308202203791,
Regional Municipality of Durham,Municipal,Municipality,EMS Beaverton,343 Bay St.,6.69025981160601,
Regional Municipality of Durham,Municipal,Municipality,EMS Pickering,1103 Kingston Rd.,8.54562504262429,
Regional Municipality of Durham,Municipal,Municipality,EMS Bowmanville,9 St George St. S,10.0414364511271,
Regional Municipality of Durham,Municipal,Municipality,EMS Port Perry,1775 Reach St.,10.3600390765474,
Regional Municipality of Durham,Municipal,Municipality,EMS Courtice,2727 Courtice Rd.,10.5315535029724,
Regional Municipality of Durham,Municipal,Municipality,DR EMS Headquarters + Central Logistics Building,4040 Anderson St.,10.8958731943329,
Regional Municipality of Durham,Municipal,Municipality,EMS Oshawa,497 Bloor St. E.,12.1798710729552,
Regional Municipality of Durham,Municipal,Municipality,EMS Uxbridge,4A Campbell Dr. N.,12.4975903864088,
Regional Municipality of Durham,Municipal,Municipality,EMS Ajax,175 Hunt St.,14.0389343778293,
Regional Municipality of Durham,Municipal,Municipality,Ajax Depot,2020 Salem Rd. N,6.26347670148285,
Regional Municipality of Durham,Municipal,Municipality,"Transit Office & Garage, Ajax",110 Westney Rd. S.,8.35760789070173,
Regional Municipality of Durham,Municipal,Municipality,Oshawa/Whitby Depot,825 Conlin Rd.,8.96362131260002,
Regional Municipality of Durham,Municipal,Municipality,Scugog Depot,190 Regional Rd. 21,11.1447646722067,
Regional Municipality of Durham,Municipal,Municipality,Sunderland Depot (West Bldg),995 Sunderland Rd,12.7645567454111,
Regional Municipality of Durham,Municipal,Municipality,Sunderland Depot (East Bldg),995 Sunderland Rd,13.4947306927919,
Regional Municipality of Durham,Municipal,Municipality,Orono Depot,3480 Taunton Rd.,13.6215325326431,
Regional Municipality of Durham,Municipal,Municipality,"Transit Office & Garage, Oshawa",710 Raleigh Avenue,20.1186563499028,
Regional Municipality of Durham,Municipal,Municipality,DR Police Beaverton,412 Bay St. E,4.47569702925091,
Regional Municipality of Durham,Municipal,Municipality,DR Police Reg. Reporting Center,650 Rossland Rd. E.,6.06385273078393,
Regional Municipality of Durham,Municipal,Municipality,DR Police South Division,1173 Cedar St.,7.25416268512478,
Regional Municipality of Durham,Municipal,Municipality,DR Police East Division,1998 Regional Rd. 57,7.34908004672865,
Regional Municipality of Durham,Municipal,Municipality,DR Police Kid's Safety Village,1129 Athol St.,8.18376884084316,
Regional Municipality of Durham,Municipal,Municipality,DR Police Central West Division,480 Taunton Rd. E,10.2418036363531,
Regional Municipality of Durham,Municipal,Municipality,DR Police Uxbridge,34 Brock St. W.,11.9983457895401,
Regional Municipality of Durham,Municipal,Municipality,DR Police North Division,15765 Hwy. 12,12.0056775639742,
Regional Municipality of Durham,Municipal,Municipality,DR Police West Division,1710 Kingston Rd.,14.7081864216627,
Regional Municipality of Durham,Municipal,Municipality,DR Police Property Bureau,19 Courtice Crt.,14.9809311906967,
Regional Municipality of Durham,Municipal,Municipality,DR Police Central East Division,77 Centre St. N.,23.9609216162341,
Regional Municipality of Durham,Municipal,Municipality,Laidlaw St. Sewage PS,194 Laidlaw St. N,,27702.3739363723
Regional Municipality of Durham,Municipal,Municipality,Toy Ave Sewage PS,1090 Toy Avenue,,34148.522368672
Regional Municipality of Durham,Municipal,Municipality,Reach St. Sewage PS,44 Sherrington Dr.,,40193.2183324877
Regional Municipality of Durham,Municipal,Municipality,Sundial Sewage PS,90 Bayly St. W.,,42148.4191585442
Regional Municipality of Durham,Municipal,Municipality,Way St. Sewage PS,24 Way St.,,49069.7814437955
Regional Municipality of Durham,Municipal,Municipality,Canterbury Sewage PS,Canterbury Cres,,55106.6816139411
Regional Municipality of Durham,Municipal,Municipality,Bayview Sewage PS,1237 Bayview Street,,67953.3628443039
Regional Municipality of Durham,Municipal,Municipality,Hanover Sewage Pump,Hanover Court,,154025.651356433
Regional Municipality of Durham,Municipal,Municipality,Hortop Water PS & Reservoir,930 Hortop Court,,44701.4436603478
Regional Municipality of Durham,Municipal,Municipality,Garrard Rd. Water PS,4590 Garrard Rd N,,49219.4123343604
Regional Municipality of Durham,Municipal,Municipality,Thickson Rd. Pumping Station and Reservoir,6750 Thickson Rd. N,,47001.7452883493
Regional Municipality of Durham,Municipal,Municipality,Waverly Water PS,670 Buchan Ave.,,52647.7676306443
Regional Municipality of Durham,Municipal,Municipality,Rosebank Reservoir & PS,Rosebank Rd,,53323.5387562347
Regional Municipality of Durham,Municipal,Municipality,Taunton Water PS,1265 Grandview ST N,,53446.5701251822
Regional Municipality of Durham,Municipal,Municipality,Grand Oak Water PS,1611 Pepperwood Gate,,88413.4373848679
Regional Municipality of Durham,Municipal,Municipality,Newtonville Water PS,3742 Durham Highway 2,,117398.765617944
Regional Municipality of Durham,Municipal,Municipality,Cherrywood Water PS,2228 Rosebank Road,,119996.194824962
Regional Municipality of Durham,Municipal,Municipality,Concession St. Pumping Station,171 Wellington St.,,121794.23470173
Regional Municipality of Durham,Municipal,Municipality,Andrew St. Water PS,Andrew St.,,130298.367423532
Regional Municipality of Durham,Municipal,Municipality,Rossland Rd. Water PS & Reservoir,105 Rossland Rd W,,133676.470588235
Regional Municipality of Durham,Municipal,Municipality,Uxbridge Well No. 5,137 Reach St.,,181145.421831779
Regional Municipality of Durham,Municipal,Municipality,Grandview Water PS,1090 St Andrews Crt.,,316324.506067012
Regional Municipality of Durham,Municipal,Municipality,Uxbridge Well No. 6,6A Campbell Drive,,373978.394494736
Regional Municipality of Durham,Municipal,Municipality,Port Perry Well # 6,12263 Simcoe St.,,472842.382220657
Regional Municipality of Durham,Municipal,Municipality,Cannington Wells No. 2 & 7,C1722 Reg. Rd. 12,,668023.759887876
Regional Municipality of Durham,Municipal,Municipality,Port Perry Well 3 & 5,12375 Simcoe St.,,767698.851716079
Regional Municipality of Durham,Municipal,Municipality,Orono Well No. 3 & 4,3370 & 3454 Conc. Rd. 5,,780524.126451703
Regional Municipality of Durham,Municipal,Municipality,Sunderland Well 1 & 2,River St. E,,882856.720368421
Regional Municipality of Durham,Municipal,Municipality,Greenbank Well 3,1131 Cragg Rd.,,982334.549346306
Regional Municipality of Durham,Municipal,Municipality,"Cannington, Well No. 4",80 Peace St,,1016950.72119447
Regional Municipality of Durham,Municipal,Municipality,Greenbank Well 4/5/6,1133 Cragg Rd.,,1045888.68133303
Regional Municipality of Durham,Municipal,Municipality,Cannington Well 3,C21075 Side Road 18A,,1120405.13401637
